;Cod.Unico;Categorias;Código da Meta
0;C1::mupriscila;Partage_ADM;
1;C1::ricardo;Partage_ADM;
2;C1.01.07::pcrodrigo;Partage_ADM;GEST_316
2;C1.01.07::pcrodrigo;Partage_ADM;GEST_317
2;C1.01.07::pcrodrigo;Partage_ADM;GEST_315
2;C1.01.07::pcrodrigo;Partage_ADM;GEST_024
2;C1.01.07::pcrodrigo;Partage_ADM;GEST_169
3;C1.04.01::njosiane;Partage_ADM;GEST_104
3;C1.04.01::njosiane;Partage_ADM;GEST_280
3;C1.04.01::njosiane;Partage_ADM;GEST_165
3;C1.04.01::njosiane;Partage_ADM;GEST_084
3;C1.04.01::njosiane;Partage_ADM;GEST_190
4;C1.04.01::OP001ccelso;Partage_ADM;
5;C1.04.01.03::sdaiane;Partage_ADM;GEST_321
5;C1.04.01.03::sdaiane;Partage_ADM;GEST_320
5;C1.04.01.03::sdaiane;Partage_ADM;GEST_164
5;C1.04.01.03::sdaiane;Partage_ADM;GEST_319
5;C1.04.01.03::sdaiane;Partage_ADM;GEST_318
6;C1.01.07.02::rodrigo.andrade;Partage_ADM;GEST_353
6;C1.01.07.02::rodrigo.andrade;Partage_ADM;GEST_354
6;C1.01.07.02::rodrigo.andrade;Partage_ADM;GEST_355
6;C1.01.07.02::rodrigo.andrade;Partage_ADM;GEST_356
6;C1.01.07.02::rodrigo.andrade;Partage_ADM;GEST_357
7;C1.01.07.01::lrichard;Partage_ADM;GEST_162
7;C1.01.07.01::lrichard;Partage_ADM;GEST_163
7;C1.01.07.01::lrichard;Partage_ADM;GEST_141
7;C1.01.07.01::lrichard;Partage_ADM;GEST_150
7;C1.01.07.01::lrichard;Partage_ADM;GEST_140
8;C1.01.08::gmarco;Gestão_S|SE;
9;C1.01.09::gfernanda;Gestão_NE;GEST_310
9;C1.01.09::gfernanda;Gestão_NE;GEST_308
9;C1.01.09::gfernanda;Gestão_NE;GEST_309
9;C1.01.09::gfernanda;Gestão_NE;GEST_306
9;C1.01.09::gfernanda;Gestão_NE;GEST_007
9;C1.01.09::gfernanda;Gestão_NE;GEST_062
10;C1.03.10.35::rmauricio;Gestão_N|CO;GEST_314
10;C1.03.10.35::rmauricio;Gestão_N|CO;GEST_312
10;C1.03.10.35::rmauricio;Gestão_N|CO;GEST_313
10;C1.03.10.35::rmauricio;Gestão_N|CO;GEST_311
10;C1.03.10.35::rmauricio;Gestão_N|CO;GEST_011
10;C1.03.10.35::rmauricio;Gestão_N|CO;GEST_080
11;C1.01::sqbruno;Partage_ADM;
12;C1.01::npupo;Partage_ADM;MKT_004
12;C1.01::npupo;Partage_ADM;MKT_001
12;C1.01::npupo;Partage_ADM;MKT_002
12;C1.01::npupo;Partage_ADM;MKT_005
12;C1.01::npupo;Partage_ADM;MKT_003
13;C1.01::mjulio;Partage_ADM;
14;C1.01.04::canaguiomar;Partage_ADM;MKT_006
14;C1.01.04::canaguiomar;Partage_ADM;MKT_008
14;C1.01.04::canaguiomar;Partage_ADM;MKT_009
14;C1.01.04::canaguiomar;Partage_ADM;MKT_010
14;C1.01.04::canaguiomar;Partage_ADM;MKT_007
15;C1.01.04::smarcia;Partage_ADM;
16;C1.01.04::ssarah;Partage_ADM;
17;C1.01.04.02::ldafne;PSCG;MKT_017
17;C1.01.04.02::ldafne;PSCG;MKT_016
17;C1.01.04.02::ldafne;PSCG;MKT_018
17;C1.01.04.02::ldafne;PSCG;MKT_019
17;C1.01.04.02::ldafne;PSCG;MKT_020
18;C1.01.04.02::ldafne;PSMO;MKT_017
18;C1.01.04.02::ldafne;PSMO;MKT_016
18;C1.01.04.02::ldafne;PSMO;MKT_018
18;C1.01.04.02::ldafne;PSMO;MKT_019
18;C1.01.04.02::ldafne;PSMO;MKT_020
19;C1.01.04.02::ldafne;PSAR;MKT_017
19;C1.01.04.02::ldafne;PSAR;MKT_016
19;C1.01.04.02::ldafne;PSAR;MKT_018
19;C1.01.04.02::ldafne;PSAR;MKT_019
19;C1.01.04.02::ldafne;PSAR;MKT_020
20;C1.01.04.02::ldafne;PNSN;MKT_017
20;C1.01.04.02::ldafne;PNSN;MKT_016
20;C1.01.04.02::ldafne;PNSN;MKT_018
20;C1.01.04.02::ldafne;PNSN;MKT_019
20;C1.01.04.02::ldafne;PNSN;MKT_020
21;C1.01.04.03::mjanaina;PSRG;MKT_022
21;C1.01.04.03::mjanaina;PSRG;MKT_021
21;C1.01.04.03::mjanaina;PSRG;MKT_023
21;C1.01.04.03::mjanaina;PSRG;MKT_024
21;C1.01.04.03::mjanaina;PSRG;MKT_025
22;C1.01.04.03::mjanaina;PSSG;MKT_022
22;C1.01.04.03::mjanaina;PSSG;MKT_021
22;C1.01.04.03::mjanaina;PSSG;MKT_023
22;C1.01.04.03::mjanaina;PSSG;MKT_024
22;C1.01.04.03::mjanaina;PSSG;MKT_025
23;C1.01.04.03::mjanaina;PSBE;MKT_022
23;C1.01.04.03::mjanaina;PSBE;MKT_021
23;C1.01.04.03::mjanaina;PSBE;MKT_023
23;C1.01.04.03::mjanaina;PSBE;MKT_024
23;C1.01.04.03::mjanaina;PSBE;MKT_025
24;C1.01.04.03::mjanaina;PSJS;MKT_022
24;C1.01.04.03::mjanaina;PSJS;MKT_021
24;C1.01.04.03::mjanaina;PSJS;MKT_023
24;C1.01.04.03::mjanaina;PSJS;MKT_024
24;C1.01.04.03::mjanaina;PSJS;MKT_025
25;C1.01.04.04::debora.viana;PSMA;MKT_012
25;C1.01.04.04::debora.viana;PSMA;MKT_011
25;C1.01.04.04::debora.viana;PSMA;MKT_013
25;C1.01.04.04::debora.viana;PSMA;MKT_014
25;C1.01.04.04::debora.viana;PSMA;MKT_015
26;C1.01.04.04::debora.viana;PSPA;MKT_012
26;C1.01.04.04::debora.viana;PSPA;MKT_011
26;C1.01.04.04::debora.viana;PSPA;MKT_013
26;C1.01.04.04::debora.viana;PSPA;MKT_014
26;C1.01.04.04::debora.viana;PSPA;MKT_015
27;C1.01.04.04::debora.viana;PSPC;MKT_012
27;C1.01.04.04::debora.viana;PSPC;MKT_011
27;C1.01.04.04::debora.viana;PSPC;MKT_013
27;C1.01.04.04::debora.viana;PSPC;MKT_014
27;C1.01.04.04::debora.viana;PSPC;MKT_015
28;C1.01.04.04::debora.viana;S3A;MKT_012
28;C1.01.04.04::debora.viana;S3A;MKT_011
28;C1.01.04.04::debora.viana;S3A;MKT_013
28;C1.01.04.04::debora.viana;S3A;MKT_014
28;C1.01.04.04::debora.viana;S3A;MKT_015
29;C1.03.06.03.01::OP001qheli;PSPA;
30;C1.03.06.03.01.02::faniribeiro7;PSPA;
31;C1.03.06.03.01.02::channah;PSPA;
32;C1.03.06.03.01.02::bwarmeson;PSPA;
33;C1.03.06.03.01.01::qluciana;PSPA;
34;C1.03.06.03.01.01::mvinicius;PSPA;
35;C1.03.10.3::lpatrick;S3A;
36;C1.03.09.13::lpatrick;S3A;MKT_108
36;C1.03.09.13::lpatrick;S3A;MKT_109
36;C1.03.09.13::lpatrick;S3A;MKT_110
36;C1.03.09.13::lpatrick;S3A;MKT_111
36;C1.03.09.13::lpatrick;S3A;MKT_163
36;C1.03.09.13::lpatrick;S3A;MKT_164
37;C1.01.12::OP001cotavio;Partage_ADM;
38;C1.01.12::jwagner;Partage_ADM;MKT_124
38;C1.01.12::jwagner;Partage_ADM;MKT_121
38;C1.01.12::jwagner;Partage_ADM;MKT_122
38;C1.01.12::jwagner;Partage_ADM;MKT_123
38;C1.01.12::jwagner;Partage_ADM;MKT_125
39;C1.01.10.3::rmariana;Partage_ADM;MKT_130
39;C1.01.10.3::rmariana;Partage_ADM;MKT_131
39;C1.01.10.3::rmariana;Partage_ADM;MKT_132
39;C1.01.10.3::rmariana;Partage_ADM;MKT_133
40;C1.01.10.1::OP001landre;Partage_ADM;
41;C1.01.10.1::nthiago;Partage_ADM;
42;C1.01.10::geduardo;Partage_ADM;MKT_138
42;C1.01.10::geduardo;Partage_ADM;MKT_139
42;C1.01.10::geduardo;Partage_ADM;MKT_140
42;C1.01.10::geduardo;Partage_ADM;MKT_141
43;C1.01.06::garthur;Partage_ADM;
44;C1.01.06::rkatyusia;Partage_ADM;
45;C1.01.06::apaula;Partage_ADM;MKT_135
45;C1.01.06::apaula;Partage_ADM;MKT_134
45;C1.01.06::apaula;Partage_ADM;MKT_136
45;C1.01.06::apaula;Partage_ADM;MKT_137
46;C1.03.09.07::vago.cotavio;Partage_ADM;MKT_142
46;C1.03.09.07::vago.cotavio;Partage_ADM;MKT_143
46;C1.03.09.07::vago.cotavio;Partage_ADM;MKT_144
46;C1.03.09.07::vago.cotavio;Partage_ADM;MKT_145
47;C1.01.10.4::vgabriela;Partage_ADM;MKT_112
47;C1.01.10.4::vgabriela;Partage_ADM;MKT_113
47;C1.01.10.4::vgabriela;Partage_ADM;MKT_115
47;C1.01.10.4::vgabriela;Partage_ADM;MKT_116
47;C1.01.10.4::vgabriela;Partage_ADM;MKT_119
48;C1.01.10.2::ckaio;Partage_ADM;MKT_117
48;C1.01.10.2::ckaio;Partage_ADM;MKT_118
48;C1.01.10.2::ckaio;Partage_ADM;MKT_120
48;C1.01.10.2::ckaio;Partage_ADM;MKT_114
49;C1.02::pcrodrigo;Partage_ADM;OP_240
49;C1.02::pcrodrigo;Partage_ADM;OP_238
49;C1.02::pcrodrigo;Partage_ADM;OP_241
49;C1.02::pcrodrigo;Partage_ADM;OP_242
49;C1.02::pcrodrigo;Partage_ADM;OP_239
50;C1.02.02::antigo.ncassio;PSMO;OP_253
50;C1.02.02::antigo.ncassio;PSMO;OP_269
50;C1.02.02::antigo.ncassio;PSMO;OP_254
50;C1.02.02::antigo.ncassio;PSMO;OP_266
50;C1.02.02::antigo.ncassio;PSMO;OP_268
50;C1.02.02::antigo.ncassio;PSMO;OP_258
50;C1.02.02::antigo.ncassio;PSMO;OP_257
50;C1.02.02::antigo.ncassio;PSMO;OP_255
50;C1.02.02::antigo.ncassio;PSMO;OP_256
51;C1.02.02::antigo.ncassio;PNSN;OP_253
51;C1.02.02::antigo.ncassio;PNSN;OP_269
51;C1.02.02::antigo.ncassio;PNSN;OP_254
51;C1.02.02::antigo.ncassio;PNSN;OP_266
51;C1.02.02::antigo.ncassio;PNSN;OP_268
51;C1.02.02::antigo.ncassio;PNSN;OP_258
51;C1.02.02::antigo.ncassio;PNSN;OP_257
51;C1.02.02::antigo.ncassio;PNSN;OP_255
51;C1.02.02::antigo.ncassio;PNSN;OP_256
52;C1.02.02::antigo.ncassio;PSAR;OP_253
52;C1.02.02::antigo.ncassio;PSAR;OP_269
52;C1.02.02::antigo.ncassio;PSAR;OP_254
52;C1.02.02::antigo.ncassio;PSAR;OP_266
52;C1.02.02::antigo.ncassio;PSAR;OP_268
52;C1.02.02::antigo.ncassio;PSAR;OP_258
52;C1.02.02::antigo.ncassio;PSAR;OP_257
52;C1.02.02::antigo.ncassio;PSAR;OP_255
52;C1.02.02::antigo.ncassio;PSAR;OP_256
53;C1.02.02::antigo.ncassio;PSCG;OP_253
53;C1.02.02::antigo.ncassio;PSCG;OP_269
53;C1.02.02::antigo.ncassio;PSCG;OP_254
53;C1.02.02::antigo.ncassio;PSCG;OP_266
53;C1.02.02::antigo.ncassio;PSCG;OP_268
53;C1.02.02::antigo.ncassio;PSCG;OP_258
53;C1.02.02::antigo.ncassio;PSCG;OP_257
53;C1.02.02::antigo.ncassio;PSCG;OP_255
53;C1.02.02::antigo.ncassio;PSCG;OP_256
54;C1.02.02::antigo.ncassio;PSMA;OP_253
54;C1.02.02::antigo.ncassio;PSMA;OP_269
54;C1.02.02::antigo.ncassio;PSMA;OP_254
54;C1.02.02::antigo.ncassio;PSMA;OP_266
54;C1.02.02::antigo.ncassio;PSMA;OP_268
54;C1.02.02::antigo.ncassio;PSMA;OP_258
54;C1.02.02::antigo.ncassio;PSMA;OP_257
54;C1.02.02::antigo.ncassio;PSMA;OP_255
54;C1.02.02::antigo.ncassio;PSMA;OP_256
55;C1.02.02::antigo.ncassio;PSPA;OP_253
55;C1.02.02::antigo.ncassio;PSPA;OP_269
55;C1.02.02::antigo.ncassio;PSPA;OP_254
55;C1.02.02::antigo.ncassio;PSPA;OP_266
55;C1.02.02::antigo.ncassio;PSPA;OP_268
55;C1.02.02::antigo.ncassio;PSPA;OP_258
55;C1.02.02::antigo.ncassio;PSPA;OP_257
55;C1.02.02::antigo.ncassio;PSPA;OP_255
55;C1.02.02::antigo.ncassio;PSPA;OP_256
56;C1.02.02::ncassio;PSMO;
57;C1.02.02::ncassio;PNSN;
58;C1.02.02::ncassio;PSAR;
59;C1.02.02::ncassio;PSCG;
60;C1.02.02::ncassio;PSMA;
61;C1.02.02::ncassio;PSPA;
62;C1.02.03::fvandoir;Partage_ADM;OP_262
62;C1.02.03::fvandoir;Partage_ADM;OP_263
62;C1.02.03::fvandoir;Partage_ADM;OP_264
62;C1.02.03::fvandoir;Partage_ADM;OP_265
63;C1.02.03.09::sallan;Partage_ADM;OP_261
63;C1.02.03.09::sallan;Partage_ADM;OP_259
63;C1.02.03.09::sallan;Partage_ADM;OP_260
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_247
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_271
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_272
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_252
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_251
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_249
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_250
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_270
64;C1.06.06.05::antigo.cbleandro;PSRG;OP_267
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_247
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_271
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_272
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_252
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_251
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_249
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_250
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_270
65;C1.06.06.05::antigo.cbleandro;PSJS;OP_267
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_247
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_271
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_272
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_252
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_251
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_249
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_250
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_270
66;C1.06.06.05::antigo.cbleandro;PSBE;OP_267
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_247
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_271
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_272
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_252
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_251
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_249
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_250
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_270
67;C1.06.06.05::antigo.cbleandro;PSSG;OP_267
68;C1.06.06.05::antigo.cbleandro;S3A;OP_247
68;C1.06.06.05::antigo.cbleandro;S3A;OP_271
68;C1.06.06.05::antigo.cbleandro;S3A;OP_272
68;C1.06.06.05::antigo.cbleandro;S3A;OP_252
68;C1.06.06.05::antigo.cbleandro;S3A;OP_251
68;C1.06.06.05::antigo.cbleandro;S3A;OP_249
68;C1.06.06.05::antigo.cbleandro;S3A;OP_250
68;C1.06.06.05::antigo.cbleandro;S3A;OP_270
68;C1.06.06.05::antigo.cbleandro;S3A;OP_267
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_247
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_271
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_272
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_252
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_251
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_249
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_250
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_270
69;C1.06.06.05::antigo.cbleandro;PSPC;OP_267
70;C1.03.10.04::OP001orafael;PSMA;
71;C1.03.10.04::orafael;PSMA;
72;C1.03.10.45::fricardo;Operações_N|CO;OP_360
72;C1.03.10.45::fricardo;Operações_N|CO;OP_361
72;C1.03.10.45::fricardo;Operações_N|CO;OP_362
72;C1.03.10.45::fricardo;Operações_N|CO;OP_363
72;C1.03.10.45::fricardo;Operações_N|CO;OP_365
72;C1.03.10.45::fricardo;Operações_N|CO;OP_357
72;C1.03.10.45::fricardo;Operações_N|CO;OP_358
72;C1.03.10.45::fricardo;Operações_N|CO;OP_359
72;C1.03.10.45::fricardo;Operações_N|CO;OP_364
73;C1.02.02.01::ncassio;Operações_NE;OP_369
73;C1.02.02.01::ncassio;Operações_NE;OP_372
73;C1.02.02.01::ncassio;Operações_NE;OP_373
73;C1.02.02.01::ncassio;Operações_NE;OP_371
73;C1.02.02.01::ncassio;Operações_NE;OP_374
73;C1.02.02.01::ncassio;Operações_NE;OP_370
73;C1.02.02.01::ncassio;Operações_NE;OP_366
73;C1.02.02.01::ncassio;Operações_NE;OP_367
73;C1.02.02.01::ncassio;Operações_NE;OP_368
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_378
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_381
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_382
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_380
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_383
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_379
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_376
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_375
74;C1.06.06.06::cbleandro;Operações_S|SE;OP_377
75;C1.03::OP001vluiz;Partage_ADM;
76;C1.03.01::nmarcelo;PSSG;GEST_207
76;C1.03.01::nmarcelo;PSSG;GEST_210
76;C1.03.01::nmarcelo;PSSG;GEST_211
76;C1.03.01::nmarcelo;PSSG;GEST_212
76;C1.03.01::nmarcelo;PSSG;GEST_213
76;C1.03.01::nmarcelo;PSSG;GEST_214
76;C1.03.01::nmarcelo;PSSG;GEST_336
77;C1.03.01::pjacqueline;PSSG;
78;C1.03.01.02::shederaldo;PSSG;OP_172
78;C1.03.01.02::shederaldo;PSSG;OP_173
78;C1.03.01.02::shederaldo;PSSG;OP_174
78;C1.03.01.02::shederaldo;PSSG;OP_175
78;C1.03.01.02::shederaldo;PSSG;OP_176
78;C1.03.01.02::shederaldo;PSSG;OP_177
79;C1.03.01.02.01.01::vaqualidade;PSSG;
80;C1.03.01.02.01.01::OP001racamila;PSSG;
81;C1.03.01.02.02::malex;PSSG;OP_183
81;C1.03.01.02.02::malex;PSSG;OP_184
81;C1.03.01.02.02::malex;PSSG;OP_185
81;C1.03.01.02.02::malex;PSSG;OP_186
81;C1.03.01.02.02::malex;PSSG;OP_187
82;C1.03.01.02.02::salexander;PSSG;
83;C1.03.01.02.02::qrafael;PSSG;
84;C1.03.01.02.02::cvilwander;PSSG;
85;C1.03.01.02.03::raline;PSSG;OP_178
85;C1.03.01.02.03::raline;PSSG;OP_179
85;C1.03.01.02.03::raline;PSSG;OP_180
85;C1.03.01.02.03::raline;PSSG;OP_181
85;C1.03.01.02.03::raline;PSSG;OP_182
86;C1.03.01.02.03.03::OP001caldineia;PSSG;
87;C1.03.01.02.03.03::OP001pguilherme;PSSG;
88;C1.03.01.02.03.01::ralan;PSSG;OP_197
88;C1.03.01.02.03.01::ralan;PSSG;OP_198
88;C1.03.01.02.03.01::ralan;PSSG;OP_199
88;C1.03.01.02.03.01::ralan;PSSG;OP_200
88;C1.03.01.02.03.01::ralan;PSSG;OP_201
89;C1.03.01.02.03.01::vagox;PSSG;
90;C1.03.01.02.03.01::lrenan;PSSG;
91;C1.03.01.02.03.02::voperacoes;PSSG;
92;C1.03.01.02.03.02::pguilherme;PSSG;
93;C1.03.01.02.03.02::OP001apriscila;PSSG;
94;C1.03.01.02.03.02::ssergio;PSSG;OP_188
94;C1.03.01.02.03.02::ssergio;PSSG;OP_189
94;C1.03.01.02.03.02::ssergio;PSSG;OP_190
94;C1.03.01.02.03.02::ssergio;PSSG;OP_191
95;C1.03.01.02.04::saldair;PSSG;OP_303
95;C1.03.01.02.04::saldair;PSSG;OP_304
95;C1.03.01.02.04::saldair;PSSG;OP_305
95;C1.03.01.02.04::saldair;PSSG;OP_306
95;C1.03.01.02.04::saldair;PSSG;OP_307
96;C1.03.01.01::rdaniela;PSSG;
97;C1.03.01.01::pdanielle;PSSG;
98;C1.03.01.01::npenha;PSSG;
99;C1.03.01.01.04::ahenrique;PSSG;
100;C1.03.01.03::vgermkt;PSSG;
101;C1.03.01.05::pdanielle;PSSG;GEST_215
101;C1.03.01.05::pdanielle;PSSG;GEST_216
101;C1.03.01.05::pdanielle;PSSG;GEST_217
101;C1.03.01.05::pdanielle;PSSG;GEST_285
101;C1.03.01.05::pdanielle;PSSG;GEST_286
102;C1.03.01.01.01.01::fthiara;PSSG;GEST_025
102;C1.03.01.01.01.01::fthiara;PSSG;GEST_058
102;C1.03.01.01.01.01::fthiara;PSSG;GEST_224
102;C1.03.01.01.01.01::fthiara;PSSG;GEST_225
103;C1.03.01.04::cmatheus;PSSG;GEST_326
103;C1.03.01.04::cmatheus;PSSG;GEST_327
103;C1.03.01.04::cmatheus;PSSG;GEST_328
104;C1.03.01.01.01.03::shiago;PSSG;GEST_275
104;C1.03.01.01.01.03::shiago;PSSG;GEST_276
104;C1.03.01.01.01.03::shiago;PSSG;GEST_277
104;C1.03.01.01.01.03::shiago;PSSG;GEST_278
105;C1.03.01.01.02.01::ggabriella;PSSG;GEST_219
105;C1.03.01.01.02.01::ggabriella;PSSG;GEST_220
105;C1.03.01.01.02.01::ggabriella;PSSG;GEST_221
105;C1.03.01.01.02.01::ggabriella;PSSG;GEST_222
106;C1.03.01.03.01::proza;PSSG;
107;C1.03.01.03.01::cluciana;PSSG;MKT_055
107;C1.03.01.03.01::cluciana;PSSG;MKT_053
107;C1.03.01.03.01::cluciana;PSSG;MKT_054
107;C1.03.01.03.01::cluciana;PSSG;MKT_056
107;C1.03.01.03.01::cluciana;PSSG;MKT_057
108;C1.03.01.03.01::epietro;PSSG;
109;C1.03.01.03.01.02::rcaline;PSSG;
110;C1.03.01.03.01.02::celizabeth;PSSG;MKT_058
110;C1.03.01.03.01.02::celizabeth;PSSG;MKT_059
110;C1.03.01.03.01.02::celizabeth;PSSG;MKT_060
110;C1.03.01.03.01.02::celizabeth;PSSG;MKT_061
111;C1.03.01.03.01.02::crobson;PSSG;
112;C1.03.01.03.01.01::rlorrana;PSSG;
113;C1.03.01.03.01.01::vamkt;PSSG;
114;C1.03.01.03.01.01::lmanuella;PSSG;
115;C1.03.01.03.01.01::OP001epietro;PSSG;
116;C1.03.02::frafael;PSBE;GEST_188
116;C1.03.02::frafael;PSBE;GEST_189
116;C1.03.02::frafael;PSBE;GEST_191
116;C1.03.02::frafael;PSBE;GEST_192
116;C1.03.02::frafael;PSBE;GEST_193
116;C1.03.02::frafael;PSBE;GEST_334
117;C1.03.02::prodrigo;PSBE;
